#Position (bp)	mapping quality
1048.5	39.25186250645423
3144.5	44.01976803660543
5240.5	24.980173158761474
7336.5	18.49401363836966
9432.5	30.17978496722458
11528.5	28.443302262647524
13624.5	26.016257046583306
15720.5	36.287967398743234
17816.5	28.39309344424873
19912.5	17.572996046955556
22008.5	31.964412979723125
24104.5	10.580057174329252
26200.5	38.56518543374399
28296.5	18.65761141712569
30392.5	9.583153347732182
32488.5	9.293699979088645
34584.5	12.021582304004301
36680.5	17.514048686831057
38776.5	25.746233744990594
40872.5	60.0
42968.5	30.237938415939404
45064.5	14.803169412652496
47160.5	35.23509414225941
49256.5	37.683797435979415
51352.5	8.198336839430176
53448.5	6.707385677553166
55544.5	50.06937265946581
57640.5	56.58302555768947
59736.5	28.790441235913274
61832.5	35.556569343065696
63928.5	37.21995682417846
66024.5	2.7716992147040544
68120.5	2.3556614517772583
70216.5	13.274053755761864
72312.5	34.643262173348134
74408.5	56.46464661930426
76504.5	60.0
78600.5	59.104230037310636
80696.5	48.47070797338894
82792.5	60.0
84888.5	54.68530703468109
86984.5	45.53333219987419
89080.5	14.159226905154398
91176.5	14.892655769739655
93272.5	16.288395560040364
95368.5	17.928523574240014
97464.5	10.824349112426036
99560.5	2.7235092601099926
101656.5	3.7545575959933224
103752.5	15.411405857061734
105848.5	14.29128708245737
107944.5	24.709189346605953
110040.5	46.22390660840371
112136.5	60.0
114232.5	30.586018001514805
116328.5	52.565338059504505
118424.5	59.42207062494216
120520.5	51.453866821359874
122616.5	53.06095484462491
124712.5	58.87117200255555
126808.5	24.40393289328933
128904.5	11.106370733660293
131000.5	4.663517291364672
133096.5	42.0609099603771
135192.5	60.0
137288.5	59.13278557310639
139384.5	52.13285261830817
141480.5	21.588994818059493
143576.5	59.97669859227357
145672.5	59.14400956080072
147768.5	41.9850070760996
149864.5	14.17749544686547
151960.5	42.37596717657131
154056.5	57.364244162790435
156152.5	42.45776524594674
158248.5	6.66216976684056
160344.5	14.375003828601182
162440.5	19.211847557908353
164536.5	24.670262928995438
166632.5	24.640507061819864
168728.5	25.794443243668088
170824.5	45.89692207732264
172920.5	51.225499076282894
175016.5	4.979944173370258
177112.5	16.728232024245088
179208.5	28.601973738405523
181304.5	22.850534373194684
183400.5	28.587916069501926
185496.5	29.251800246609125
187592.5	14.663772934367689
189688.5	22.699704995831464
191784.5	21.463147702599613
193880.5	17.718660752263474
195976.5	32.036561427845136
198072.5	22.727712438512906
200168.5	35.40906933236534
202264.5	19.428895814084594
204360.5	41.13761310452418
206456.5	42.63897471910112
208552.5	52.26791140675788
210648.5	15.472206501483884
212744.5	12.842672352116304
214840.5	30.814269235358854
216936.5	25.256137619677745
219032.5	56.62271056442245
221128.5	60.0
223224.5	57.576066790352506
225320.5	57.213626990853776
227416.5	30.1830193295816
229512.5	9.336986863063602
231608.5	18.314250533574125
233704.5	56.77940141368679
235800.5	49.03536267250084
237896.5	46.437391479403104
239992.5	33.080536478952894
242088.5	27.304720934130398
244184.5	29.383802290464374
246280.5	38.50641239173884
248376.5	37.24136513783812
250472.5	32.253651464650574
252568.5	39.256285062971884
254664.5	32.68375799695839
256760.5	30.20142080170737
258856.5	37.654761904761905
260952.5	7.81062687226494
263048.5	4.486296254098464
265144.5	1.1718980581387177
267240.5	1.8246104727100017
269336.5	3.2629898918247915
271432.5	1.3685416024313968
273528.5	26.487179487179485
275624.5	38.46311213190058
277720.5	25.031359365788187
279816.5	26.563872100831656
281912.5	34.17628353674237
284008.5	33.51215611836289
286104.5	17.816793473026706
288200.5	18.87338997340943
290296.5	30.31358373094379
292392.5	43.53437457091858
294488.5	19.88310357547853
296584.5	32.53285177427304
298680.5	42.49695731937979
300776.5	17.21063312177086
302872.5	25.70943191084534
304968.5	51.67806540424389
307064.5	35.584138697730886
309160.5	32.02527070038226
311256.5	32.88239440042774
313352.5	31.91889512043133
315448.5	33.841089324618736
317544.5	2.8258554414266808
319640.5	5.51867939247431
321736.5	0.2941034077766521
323832.5	2.772150312404891
325928.5	4.98578656640208
328024.5	1.3505315922224705
330120.5	1.4913348774615265
332216.5	3.0062115728081684
334312.5	5.330336135986431
336408.5	34.585356757548716
338504.5	60.0
340600.5	40.85309858450458
342696.5	30.292575618698443
344792.5	56.66997883269742
346888.5	56.26112203682375
348984.5	21.66803556973548
351080.5	0.1984977608580613
353176.5	0.31974192773461796
355272.5	1.8290522964079092
357368.5	25.04648978633482
359464.5	60.0
361560.5	30.270515849321114
363656.5	2.5146044945002894
365752.5	0.0
367848.5	1.7557575892956865
369944.5	2.99830740710889
372040.5	0.0
374136.5	0.0
376232.5	15.347597103357472
377546.0	60.0
378594.0	37.71839793775062
380424.5	4.716690364953619
382520.5	11.298176678884264
384616.5	20.23462558403839
386712.5	52.10910962429233
388808.5	44.24350863130171
390904.5	58.21455388332082
393000.5	60.0
395096.5	33.08715230192316
397192.5	5.731085934534412
399288.5	0.4567772390096657
401384.5	13.272128846860694
403480.5	5.04878662698589
405576.5	4.5182873870106475
407672.5	0.7391642310801567
409768.5	1.680672268907563
411864.5	0.1371553970648745
413960.5	0.427418078201678
416056.5	11.092464844786415
418152.5	45.45081309110703
420248.5	59.876437429537766
422344.5	60.0
424440.5	53.17320703653586
426536.5	44.69206446512978
428632.5	19.50131418379799
430728.5	24.9059336875538
432824.5	23.401832169331364
434920.5	59.32953457192109
437016.5	59.69646404941542
439112.5	58.24072023585531
441208.5	12.919991028708134
443304.5	26.75153472733798
445400.5	30.02115031479538
447496.5	19.483125923906776
449592.5	53.30122616834427
451688.5	55.480959142520476
453784.5	7.696036873621178
455880.5	39.591693621536514
457976.5	42.49173927613941
460072.5	59.51596802903913
462168.5	18.25015801293689
464264.5	25.275946363220495
466360.5	23.42284932112933
468456.5	16.00052450074086
470552.5	16.8631878492024
472648.5	27.193641450052453
474744.5	11.11614591853427
476840.5	13.155146597729686
478936.5	52.13617142501046
481032.5	59.73318977119785
483128.5	30.927819294376484
485224.5	59.87656210150472
487320.5	27.44369756309109
489416.5	14.013823778819539
491512.5	9.23120085351879
493608.5	10.1853337729904
495704.5	3.0768307136936532
497800.5	6.716051634183859
499896.5	4.1282375516195495
501992.5	0.7831300293779537
504088.5	3.320192405778451
506184.5	34.09632006904084
508280.5	34.11834342001975
510376.5	25.64836006947992
512472.5	24.738942786528458
514568.5	12.724770183852918
516664.5	15.680866681041008
518760.5	54.41186607582472
520856.5	4.917781614156237
522952.5	1.248701656225354
525048.5	40.133632311298385
527144.5	30.387773218079687
529240.5	15.689596638038612
531336.5	1.323744496876071
533432.5	0.9416264855237396
535528.5	9.175799489600502
537624.5	5.272752628082578
539720.5	15.112631496573544
541816.5	29.65484836214286
543912.5	51.94134950670126
546008.5	14.957904611145311
548104.5	16.53633405639913
550200.5	32.95675370576931
552296.5	31.942663701647284
554392.5	5.474190757695912
556488.5	2.0502618532225405
558584.5	20.61336890204988
560680.5	37.65140460930042
562776.5	44.86364838172854
564872.5	14.62302988545345
566968.5	3.651657696890021
569064.5	9.057147072844074
571160.5	13.035176730926416
573256.5	31.43123390360559
575352.5	57.2729050562367
577448.5	60.0
579544.5	32.46584838722831
581640.5	59.99899281541664
583736.5	35.765871657347176
585832.5	23.090733018314417
587928.5	28.065695502241297
590024.5	59.99890334844275
592120.5	14.578042894065693
594216.5	8.183147575769057
596312.5	59.999005547995395
598408.5	59.998981462619675
600504.5	59.99897235638681
602600.5	60.0
604696.5	54.0228258482486
606792.5	41.437709516316616
608888.5	16.102644316819973
610984.5	37.2181529406269
613080.5	28.301518880426393
615176.5	8.346013280485922
617272.5	15.871067432187006
619368.5	0.7840231868954961
621464.5	3.1716391716391716
623560.5	4.805658276925439
625656.5	6.78749887119593
627752.5	38.320512599686516
629848.5	33.17625218714881
