#Position (bp)	insert size
250.5	362.2972972972973
750.5	347.75409836065575
1250.5	348.94545454545454
1750.5	351.60869565217394
2250.5	348.8723404255319
2750.5	349.5128205128205
3250.5	348.6216216216216
3750.5	349.06779661016947
4250.5	351.11290322580646
4750.5	945.9333333333333
5250.5	1110.75
5750.5	347.22641509433964
6250.5	351.2826086956522
6750.5	352.7142857142857
7250.5	351.28846153846155
7750.5	350.0
8250.5	348.7317073170732
8750.5	338.82608695652175
9250.5	350.5769230769231
9750.5	349.6
10250.5	349.3454545454546
10750.5	352.2
11250.5	350.4791666666667
11750.5	348.2857142857143
12250.5	348.75
12750.5	351.2608695652174
13250.5	181.05958549222797
13750.5	333.8095238095238
14250.5	350.8
14750.5	349.5079365079365
15250.5	349.2280701754386
15750.5	350.4074074074074
16250.5	350.8723404255319
16750.5	350.0731707317073
17250.5	347.3636363636364
17750.5	342.6744186046512
18250.5	347.2962962962963
18750.5	349.1551724137931
19250.5	349.25
19750.5	347.26666666666665
20250.5	331.037037037037
20750.5	349.31111111111113
21250.5	358.8775510204082
21750.5	351.43333333333334
22250.5	347.8541666666667
22750.5	348.15384615384613
23250.5	348.32608695652175
23750.5	567.4782608695652
24250.5	1399.2
24750.5	351.1132075471698
25250.5	348.6585365853659
25750.5	349.61224489795916
26250.5	322.32
26750.5	2495.7297297297296
27250.5	347.2631578947368
27750.5	347.4642857142857
28250.5	346.9583333333333
28750.5	349.9
29250.5	349.7631578947368
29750.5	358.81632653061223
30250.5	338.6
30750.5	314.8871794871795
31250.5	1924.0089285714287
31750.5	337.3965728274174
32250.5	333.52830188679246
32750.5	350.6666666666667
33250.5	349.2
33750.5	350.7647058823529
34250.5	347.0
34750.5	350.8510638297872
35250.5	350.7818181818182
35750.5	347.01960784313724
36250.5	321.8780487804878
36750.5	612.5449871465296
37250.5	339.84834834834834
37750.5	345.5438596491228
38250.5	347.01612903225805
38750.5	350.6666666666667
39250.5	347.5952380952381
39750.5	348.765625
40250.5	351.95652173913044
40750.5	349.55357142857144
41250.5	349.75
41750.5	348.8809523809524
42250.5	350.19607843137254
42750.5	350.6909090909091
43250.5	335.27272727272725
43750.5	330.4423076923077
44250.5	349.56140350877195
44750.5	326.8157894736842
45250.5	350.89285714285717
45750.5	348.48936170212767
46250.5	351.85714285714283
46750.5	349.811320754717
47250.5	347.7142857142857
47750.5	344.0
48250.5	365.01851851851853
48750.5	347.57377049180326
49250.5	350.1666666666667
49750.5	914.7943722943722
50250.5	487.42173350582146
50750.5	350.7411575562701
51250.5	349.6219931271478
51750.5	339.9372693726937
52250.5	349.82
52750.5	350.2448979591837
53250.5	349.9122807017544
53750.5	351.2093023255814
54250.5	349.76785714285717
54750.5	348.90909090909093
55250.5	350.4791666666667
55750.5	348.4035087719298
56250.5	348.59574468085106
56750.5	351.6
57250.5	353.3207547169811
57750.5	348.3695652173913
58250.5	348.88524590163934
58750.5	342.7560975609756
59250.5	343.1186440677966
59750.5	350.9807692307692
60250.5	345.8703703703704
60750.5	344.27027027027026
61250.5	347.8490566037736
61750.5	350.2280701754386
62250.5	350.60655737704917
62750.5	189.5731292517007
63250.5	351.4222222222222
63750.5	352.3863636363636
64250.5	349.38461538461536
64750.5	350.4130434782609
65250.5	350.3777777777778
65750.5	347.1818181818182
66250.5	351.327868852459
66750.5	349.875
67250.5	349.04545454545456
67750.5	350.2708333333333
68250.5	348.88
68750.5	347.7083333333333
69250.5	349.6515151515151
69750.5	234.90149892933619
70250.5	251.42899408284023
70750.5	349.9375
71250.5	341.031746031746
71750.5	333.97222222222223
72250.5	351.15384615384613
72750.5	349.7142857142857
73250.5	349.3478260869565
73750.5	349.41818181818184
74250.5	243.5329479768786
74750.5	348.9024390243902
75250.5	345.47457627118644
75750.5	288.0731707317073
76250.5	348.59183673469386
76750.5	348.93617021276594
77250.5	350.23809523809524
77750.5	350.7142857142857
78250.5	334.56756756756755
78750.5	342.9130434782609
79250.5	358.2105263157895
79750.5	252.3515850144092
80250.5	292.05649717514126
80750.5	349.72727272727275
81250.5	352.22727272727275
81750.5	352.12820512820514
82250.5	350.25454545454545
82750.5	345.47727272727275
83250.5	335.5135135135135
83750.5	318.48333333333335
84250.5	348.734375
84750.5	347.0238095238095
85250.5	350.17543859649123
85750.5	351.05357142857144
86250.5	350.0731707317073
86750.5	349.51020408163265
87250.5	350.0625
87750.5	349.53333333333336
88250.5	348.8541666666667
88750.5	347.4807692307692
89250.5	347.8421052631579
89750.5	349.8139534883721
90250.5	349.625
90750.5	349.88
91250.5	347.825
91750.5	349.70454545454544
92250.5	348.1551724137931
92750.5	349.53225806451616
93250.5	348.8510638297872
93750.5	320.4634146341463
94250.5	329.6666666666667
94750.5	350.1304347826087
95250.5	350.54545454545456
95750.5	257.8121212121212
96250.5	337.61764705882354
96750.5	339.82608695652175
97250.5	347.6363636363636
97750.5	347.9428571428571
98250.5	349.67391304347825
98750.5	348.1666666666667
99250.5	351.2307692307692
99750.5	349.10526315789474
100250.5	324.5625
100750.5	346.33962264150944
101250.5	351.52777777777777
101750.5	349.85714285714283
102250.5	349.1090909090909
102750.5	351.88524590163934
103250.5	233.59309021113245
103750.5	348.327868852459
104250.5	349.75
104750.5	308.05555555555554
105250.5	346.44444444444446
105750.5	349.2608695652174
106250.5	5646.847457627118
106750.5	350.6792452830189
107250.5	350.25
107750.5	346.1860465116279
108250.5	344.3538461538462
