#Position (bp)	insert size
250.5	352.0
750.5	338.07272727272726
1250.5	329.4035087719298
1750.5	347.3666666666667
2250.5	349.1803278688525
2750.5	349.5111111111111
3250.5	348.7916666666667
3750.5	313.5098039215686
4250.5	342.07142857142856
4750.5	350.2692307692308
5250.5	350.1454545454545
5750.5	349.96
6250.5	350.04545454545456
6750.5	347.2857142857143
7250.5	345.3818181818182
7750.5	295.7368421052632
8250.5	348.61538461538464
8750.5	348.14
9250.5	349.28
9750.5	347.7818181818182
10250.5	348.1454545454545
10750.5	348.30645161290323
11250.5	348.78723404255317
11750.5	349.40625
12250.5	348.7659574468085
12750.5	306.6792452830189
13250.5	327.70588235294116
13750.5	341.0425531914894
14250.5	2040.6792452830189
14750.5	1574.1363636363637
15250.5	349.6666666666667
15750.5	345.81632653061223
16250.5	345.1777777777778
16750.5	327.3623188405797
17250.5	285.859375
17750.5	432.2490272373541
18250.5	345.1518987341772
18750.5	351.2083333333333
19250.5	350.3050847457627
19750.5	346.9791666666667
20250.5	353.42
20750.5	1354.7307692307693
21250.5	345.7361111111111
21750.5	346.5625
22250.5	349.89473684210526
22750.5	351.6530612244898
23250.5	349.88235294117646
23750.5	349.06410256410254
24250.5	350.52830188679246
24750.5	346.2391304347826
25250.5	339.03333333333336
25750.5	330.0612244897959
26250.5	314.55263157894734
26750.5	350.32142857142856
27250.5	348.6595744680851
27750.5	348.18
28250.5	349.6304347826087
28750.5	349.11475409836066
29250.5	349.51851851851853
29750.5	351.625
30250.5	341.95454545454544
30750.5	334.8292682926829
31250.5	349.8222222222222
31750.5	351.1384615384615
32250.5	349.56410256410254
32750.5	328.0967741935484
33250.5	348.1372549019608
33750.5	350.93939393939394
34250.5	349.37254901960785
34750.5	347.0444444444444
35250.5	351.25454545454545
35750.5	353.7916666666667
36250.5	349.77358490566036
36750.5	349.3114754098361
37250.5	351.8863636363636
37750.5	349.4102564102564
38250.5	349.9423076923077
38750.5	350.10869565217394
39250.5	347.7291666666667
39750.5	345.2
40250.5	350.61538461538464
40750.5	603.443864229765
41250.5	347.5829596412556
41750.5	341.22279792746116
42250.5	350.16
42750.5	340.87142857142857
43250.5	876.1228070175439
43750.5	350.9555555555556
44250.5	348.8723404255319
44750.5	348.6363636363636
45250.5	340.4655172413793
45750.5	202.4393442622951
46250.5	193.9672131147541
46750.5	347.6190476190476
47250.5	350.1190476190476
47750.5	349.8
48250.5	351.3333333333333
48750.5	349.64285714285717
49250.5	913.4161931818181
49750.5	429.02714932126696
50250.5	344.33652530779756
50750.5	482.61345852895147
51250.5	342.990990990991
51750.5	349.13953488372096
52250.5	351.6140350877193
52750.5	349.2909090909091
53250.5	350.4651162790698
53750.5	349.0444444444444
54250.5	348.34615384615387
54750.5	346.25
55250.5	329.86
55750.5	350.0769230769231
56250.5	348.04
56750.5	348.10869565217394
57250.5	349.6779661016949
57750.5	349.51785714285717
58250.5	349.462962962963
58750.5	348.42857142857144
59250.5	347.6730769230769
59750.5	342.7692307692308
60250.5	345.9462365591398
60750.5	350.04
61250.5	418.6529160739687
61750.5	365.2829131652661
62250.5	351.14
62750.5	289.9130434782609
63250.5	1294.611111111111
63750.5	348.0625
64250.5	337.6326530612245
64750.5	346.3863636363636
65250.5	348.38
65750.5	347.75555555555553
66250.5	348.6730769230769
66750.5	351.0869565217391
67250.5	345.4736842105263
67750.5	343.125
68250.5	255.0874125874126
68750.5	350.14285714285717
69250.5	350.8867924528302
69750.5	352.85
70250.5	345.7857142857143
70750.5	239.10859728506787
71250.5	348.7843137254902
71750.5	352.75
72250.5	347.70212765957444
72750.5	349.0
73250.5	692.6404494382023
73750.5	349.21008403361344
74250.5	348.9793388429752
74750.5	428.3320235756385
75250.5	348.0127388535032
75750.5	346.4478260869565
76250.5	373.8783783783784
76750.5	347.8583569405099
77250.5	336.3
77750.5	339.50847457627117
78250.5	348.10869565217394
78750.5	351.2352941176471
79250.5	369.6521739130435
79750.5	325.2280701754386
80250.5	212.4653846153846
80750.5	352.67857142857144
81250.5	213.21656050955414
81750.5	358.3095238095238
82250.5	348.93548387096774
82750.5	348.77777777777777
83250.5	352.3191489361702
83750.5	353.84090909090907
84250.5	316.99093655589127
84750.5	349.8545454545455
85250.5	348.2894736842105
85750.5	336.8333333333333
86250.5	347.7551020408163
86750.5	349.12068965517244
87250.5	351.6136363636364
87750.5	350.14285714285717
88250.5	346.09302325581393
88750.5	349.07936507936506
89250.5	348.6923076923077
89750.5	337.875
90250.5	225.52380952380952
90750.5	241.65432098765433
91250.5	343.45454545454544
91750.5	338.02702702702703
92250.5	351.4901960784314
92750.5	349.47727272727275
93250.5	347.40425531914894
